filename	name	ner	type
זמר נוגה.txt	גלעד הישג	לָעַד	LOC
חלום בלהות.txt	גלעד הישג	ְ ָדָל	LOC
חלום בלהות.txt	גלעד הישג	ֵעָל	LOC
כוחי הולך ודל.txt	גלעד הישג	אֵלַי	LOC
כוחי הולך ודל.txt	גלעד הישג	יָמַי	LOC
כוחי הולך ודל.txt	גלעד הישג	אֵלַי	LOC
כוחי הולך ודל.txt	גלעד הישג	רָחוֹק	LOC
לא פעם בקיץ.txt	גלעד הישג	ּו	LOC
לא פעם בקיץ.txt	גלעד הישג	""""	LOC
לא פעם בקיץ.txt	גלעד הישג	הַיוֹם	LOC
לא פעם בקיץ.txt	גלעד הישג	ּו	LOC
עבריה.txt	גלעד הישג	ִּשְׁחוֹר	LOC
עבריה.txt	גלעד הישג	עָלְתָה	LOC
עבריה.txt	גלעד הישג	וּבִנְהוֹר	LOC
עבריה.txt	גלעד הישג	תֹּם	LOC
עקרה.txt	גלעד הישג	נְהָרָה	LOC
רק על עצמי.txt	גלעד הישג	אל	LOC
הוא מחכה לה.txt	גלעד ויטל	שבעים	LOC
חלום של גבר.txt	גלעד ויטל	אולי	LOC
חלום של גבר.txt	גלעד ויטל	סיני	LOC
חלום של גבר.txt	גלעד ויטל	אולי	LOC
חלום של גבר.txt	גלעד ויטל	Fresh	LOC
חלום של גבר.txt	גלעד ויטל	אותי...	LOC
חלום של גבר.txt	גלעד ויטל	אולי	LOC
מסתחרר.txt	גלעד ויטל	יסמין	LOC
מסתחרר.txt	גלעד ויטל	סתיו	LOC
פדיחה מכוכב אחר.txt	גלעד ויטל	האדום	LOC
תקוה.txt	גלעד ויטל	מצדה	LOC
זבובה בהריון התאבדה לי.txt	גלעד כהנא	הנגב	LOC
זבובה בהריון התאבדה לי.txt	גלעד כהנא	הנגב	LOC
מאה ימים של חסד.txt	גלעד כהנא	אתמול	LOC
מאה ימים של חסד.txt	גלעד כהנא	אתמול	LOC
מאה ימים של חסד.txt	גלעד כהנא	אתמול	LOC
מאה ימים של חסד.txt	גלעד כהנא	אתמול	LOC
מאה ימים של חסד.txt	גלעד כהנא	אתמול	LOC
נס.txt	גלעד כהנא	בסדר	LOC
על מה הוא מדבר.txt	גלעד כהנא	לכאן?..	LOC
על מה הוא מדבר.txt	גלעד כהנא	לכאן?..	LOC
פרידה מחלק א'.txt	גלעד כהנא	חמש	LOC
שנה ושלוש.txt	גלעד כהנא	חרמון	LOC
שנה ושלוש.txt	גלעד כהנא	כפר סבא	LOC
שנה ושלוש.txt	גלעד כהנא	תקווה	LOC
שנה ושלוש.txt	גלעד כהנא	כפר סבא	LOC
שנה ושלוש.txt	גלעד כהנא	החרמון	LOC
שנה ושלוש.txt	גלעד כהנא	כפר סבא	LOC
שיר הטרקטור.txt	גלעד פרי	אדום	LOC
אם תראי.txt	גלעד שגב	מגדל	LOC
אף אחד.txt	גלעד שגב	לאט	LOC
אף אחד.txt	גלעד שגב	לאט	LOC
בצד הכביש.txt	גלעד שגב	הכביש הפרחים	LOC
הבזק.txt	גלעד שגב	הרחוב	LOC
הדמעות שלך.txt	גלעד שגב	מבפנים	LOC
הדמעות שלך.txt	גלעד שגב	מבפנים	LOC
הפחדים.txt	גלעד שגב	תפחד הכביש	LOC
הפחדים.txt	גלעד שגב	אדום	LOC
כל העולם.txt	גלעד שגב	ברזיל	LOC
כל העולם.txt	גלעד שגב	פספורט	LOC
כל העולם.txt	גלעד שגב	ניו יורק	LOC
כל העולם.txt	גלעד שגב	פאריז	LOC
כל העולם.txt	גלעד שגב	בנגקוק	LOC
כל העולם.txt	גלעד שגב	אנג'י	LOC
נופלים לתוך טבעת.txt	גלעד שגב	שמע גליה	LOC
נופלים לתוך טבעת.txt	גלעד שגב	שרון	LOC
סופי.txt	גלעד שגב	הרחוב	LOC
סופי.txt	גלעד שגב	בלי	LOC
עכשיו טוב.txt	גלעד שגב	כן...	LOC
רוצה להיות לבד.txt	גלעד שגב	הארץ	LOC
אגדת שינה.txt	גמאגמא	אדום	LOC
אגדת שינה.txt	גמאגמא	חלב	LOC
אבא שלי.txt	גמדי הלילה	אחד	LOC
אבא שלי.txt	גמדי הלילה	אבא	LOC
אבא שלי.txt	גמדי הלילה	אבא	LOC
מוני גמדוני.txt	גמדי הלילה	יאבאדאבאדובי	LOC
גלוית שנה טובה משוש המתאבדת.txt	גני תמיר	רחוב הירקון	LOC
לא מפסיק לרקוד.txt	גסטהאוס	ויניל	LOC
עולם מוזר.txt	גסטהאוס	גואטמאלה	LOC
עולם מוזר.txt	גסטהאוס	הודו	LOC
עולם מוזר.txt	גסטהאוס	איטליה	LOC
עולם מוזר.txt	גסטהאוס	סין	LOC
עולם מוזר.txt	גסטהאוס	עזה	LOC
עולם מוזר.txt	גסטהאוס	פולין	LOC
עולם מוזר.txt	גסטהאוס	אמריקה	LOC
עולם מוזר.txt	גסטהאוס	נפאל מגדלים	LOC
עולם מוזר.txt	גסטהאוס	סדום	LOC
עולם מוזר.txt	גסטהאוס	שבדיה	LOC
עולם מוזר.txt	גסטהאוס	קוף יפאן	LOC
עולם מוזר.txt	גסטהאוס	ארגנטינה	LOC
עולם מוזר.txt	גסטהאוס	, בריו	LOC
עולם מוזר.txt	גסטהאוס	ספרד	LOC
עולם מוזר.txt	גסטהאוס	טורקיה	LOC
עולם מוזר.txt	גסטהאוס	איראן	LOC
עולם מוזר.txt	גסטהאוס	ישראל	LOC
גרוב כנעני.txt	גרוב כנעני	הים בחולות...	LOC
אני הולך לבית שאן.txt	גרי אקשטיין	הבית אן	LOC
אני הולך לבית שאן.txt	גרי אקשטיין	הבית אן	LOC
את אדמה.txt	גרי אקשטיין	הנגב	LOC
בוגי איתי הלילה.txt	גרי אקשטיין	צופים	LOC
בוקר טוב ותודה רבה.txt	גרי אקשטיין	המטמון	LOC
בפאת הכפר.txt	גרי אקשטיין	ציל	LOC
הלילה הולך בשדרות.txt	גרי אקשטיין	אשכול	LOC
הלילה השניים עשר.txt	גרי אקשטיין	אזניי	LOC
הלילה השניים עשר.txt	גרי אקשטיין	אזניי	LOC
הסלע האדום.txt	גרי אקשטיין	האדום	LOC
הסלע האדום.txt	גרי אקשטיין	אדום	LOC
הסלע האדום.txt	גרי אקשטיין	האדום	LOC
הסלע האדום.txt	גרי אקשטיין	האדום	LOC
הסלע האדום.txt	גרי אקשטיין	האדום	LOC
הסלע האדום.txt	גרי אקשטיין	האדום	LOC
הסלע האדום.txt	גרי אקשטיין	האדום	LOC
הסלע האדום.txt	גרי אקשטיין	: הסלע האדום	LOC
הקטר.txt	גרי אקשטיין	באר שבע	LOC
הקטר.txt	גרי אקשטיין	הגלגל	LOC
הקטר.txt	גרי אקשטיין	הגלגל	LOC
זריחה.txt	גרי אקשטיין	הר	LOC
חורשת האקליפטוס.txt	גרי אקשטיין	בינתיים	LOC
חורשת האקליפטוס.txt	גרי אקשטיין	ירדן	LOC
חורשת האקליפטוס.txt	גרי אקשטיין	ירדן	LOC
כולנו מלאכים.txt	גרי אקשטיין	אבָל	LOC
כיבוי אורות.txt	גרי אקשטיין	בילו	LOC
כיבוי אורות.txt	גרי אקשטיין	אל	LOC
לגופו של ענין.txt	גרי אקשטיין	מסביב	LOC
ליפא העגלון.txt	גרי אקשטיין	חרמון	LOC
מוכרחים להיות שמח.txt	גרי אקשטיין	הכביש סביון	LOC
מעברים.txt	גרי אקשטיין	שבת	LOC
סוזי.txt	גרי אקשטיין	הים סוזי	LOC
עין גדי.txt	גרי אקשטיין	יופע	LOC
עין גדי.txt	גרי אקשטיין	ערוגות	LOC
על גבעות שיך אברק.txt	גרי אקשטיין	י יהוד	LOC
ערב במסחה.txt	גרי אקשטיין	הרחוב במסחה	LOC
ערב במסחה.txt	גרי אקשטיין	הרחוב במסחה	LOC
ערב במסחה.txt	גרי אקשטיין	הניה	LOC
ערב במסחה.txt	גרי אקשטיין	הרחוב במסחה יא	LOC
ערב במסחה.txt	גרי אקשטיין	הרחוב במסחה יא	LOC
ערב במסחה.txt	גרי אקשטיין	הרחוב במסחה	LOC
פראג.txt	גרי אקשטיין	אדום	LOC
פראג.txt	גרי אקשטיין	פראג	LOC
פראג.txt	גרי אקשטיין	פראג	LOC
פראג.txt	גרי אקשטיין	פראג	LOC
צליל זוגים.txt	גרי אקשטיין	הכפר עלמה	LOC
רוח סתיו.txt	גרי אקשטיין	קרים	LOC
שלכת.txt	גרי אקשטיין	בדד	LOC
תזמורת של ראשון לציון.txt	גרי אקשטיין	זיילר עם מיתר	LOC
תזמורת של ראשון לציון.txt	גרי אקשטיין	אורכסטרה	LOC
תזמורת של ראשון לציון.txt	גרי אקשטיין	ציון מארש	LOC
תזמורת של ראשון לציון.txt	גרי אקשטיין	נס ציונה	LOC
תזמורת של ראשון לציון.txt	גרי אקשטיין	פתח תקווה	LOC
